dish_id,total_mass,total_calories,total_fat,total_carb,total_protein,calories_per_100g,fat_per_100g,carb_per_100g,protein_per_100g
dish_1558719994,768.873047,133.0,65.834999,30.191,29.792002,17.298044263476438,8.562531780360352,3.9266560478091512,3.8747621751396886
dish_1562960520,422.399261,303.0,19.659971,31.715603,29.545202,71.7330800443801,4.6543573379973315,7.508441876748455,6.994614983476498
dish_1550769948,200.12999,192.0,9.096,19.914,9.93,95.93764532741946,4.545045947386496,9.950532651303288,4.961775094277475
dish_1560441270,24.540001,46.0,0.063,5.304,0.835,187.44905511617543,0.2567237059199794,21.613691050786837,3.4026078483044886
dish_1561663855,179.138412,139.0,7.395212,14.409589,15.28675,77.59363190067802,4.128211206873934,8.043829818029202,8.533485269479781
dish_1563389199,390.254456,284.0,8.273479,70.210716,16.497627,72.77303196251012,2.120021660944212,17.99100943513634,4.227402594987923
dish_1566488928,103.048294,147.0,2.219561,19.982441,1.327024,142.65156102438726,2.153903683257483,19.391336066174954,1.28776901440018
dish_1558031302,56.98,74.0,0.074,12.58,1.48,129.8701298701299,0.12987012987012986,22.07792207792208,2.5974025974025974
dish_1558723926,19.26,107.0,0.214,4.173,0.963,555.5555555555555,1.111111111111111,21.666666666666664,4.999999999999999
dish_1563392128,169.934235,162.0,18.81292,6.487778,21.133221,95.33099672352661,11.070706264691161,3.8178169337096786,12.436117419188664
dish_1550711094,106.5,102.0,4.466001,8.28,8.52,95.77464788732395,4.193428169014085,7.774647887323943,8.0
dish_1563910171,571.183777,423.0,27.285721,24.938656,53.608376,74.05672517901363,4.777047615622318,4.366135209754041,9.385486450887067
dish_1560368464,349.449951,275.0,18.062435,16.807095,29.051191,78.6951033225356,5.168818867569394,4.8095857366424415,8.313405372318968
dish_1550771648,307.040009,108.0,24.280001,18.439999,8.36,35.17456905754585,7.907764554553539,6.0057316504312634,2.722772197417438
dish_1551392590,5.06,23.0,0.069,0.759,0.713,454.54545454545456,1.3636363636363638,15.0,14.09090909090909
dish_1560368990,211.92131,119.0,9.981677,14.39169,14.986163,56.152918269521834,4.710086493897192,6.7910537170613,7.071569631199429
dish_1562958563,130.839996,68.0,9.767,2.686,8.158,51.97187563350277,7.464842784006199,2.052889087523359,6.235096491442876
dish_1561579617,130.172348,304.0,4.552824,21.115883,4.427353,233.53654187754225,3.4975354366351294,16.22148123194336,3.401147070036718
dish_1566333167,344.544495,140.0,14.501362,31.633934,20.294445,40.63335854488112,4.208850296679389,9.18137844576504,5.8902247153883565
dish_1565033139,193.649994,274.0,14.177,17.355999,4.434,141.4923875494672,7.320940066747433,8.962561083270677,2.289697979541378
dish_1563551194,471.643555,400.0,14.045855,57.670921,27.842804,84.8098093909075,2.9780657132058126,12.227649543520211,5.903357250370993
dish_1563464480,229.490005,213.0,10.918,25.838001,8.302,92.8144996990174,4.757505670018178,11.258878572947001,3.6175867441372884
dish_1551563824,70.949997,43.0,1.548,0.0,13.33,60.60606316868484,2.1818182740726546,0.0,18.7878795822923
dish_1567020054,122.001411,145.0,11.540041,7.937456,14.210079,118.8510844354087,9.458940601924677,6.506036229367871,11.647471028019503
dish_1568649387,163.858185,192.0,5.302399,28.488777,2.512788,117.17449451792719,3.2359683466529305,17.38623981462995,1.5335138735974647
dish_1565370004,570.884766,370.0,41.655426,11.23975,36.877651,64.81167864969794,7.296643470076411,1.968829905683628,6.4597363945073285
dish_1550790511,69.689995,113.0,6.803999,5.466,10.255,162.14666108097728,9.763236458834587,7.84330663246568,14.715168224649753
dish_1566499633,161.386429,139.0,14.183504,8.426495,3.023964,86.12867938232898,8.788535744848781,5.221315727854663,1.8737411929475185
dish_1559849412,352.641022,61.0,30.195,13.847,13.664001,17.298044241716156,8.562531899649496,3.926656042869567,3.8747621937189143
dish_1551139606,59.099998,150.0,0.362,13.14,3.088,253.80711518805805,0.6125211713205134,22.233503290473887,5.225042478004822
dish_1558719336,24.25,97.0,0.291,4.85,1.746,400.0,1.2,20.0,7.2
dish_1551379331,35.639999,36.0,0.108,0.072,8.639999,101.01010384427899,0.303030311532837,0.20202020768855797,24.24242211679074
dish_1562602657,610.365173,236.0,44.069649,31.015892,24.324261,38.665377783604306,7.220210285490846,5.081530429980807,3.9851980545423418
dish_1558116201,313.585999,91.0,24.843,3.822,17.563,29.019152733282585,7.922228696186146,1.2188044147978685,5.600696477523538
dish_1559668314,551.546021,300.0,38.153999,32.832001,21.035,54.392559927469776,6.917645590267073,5.952721939770825,3.813824993581089
dish_1563551432,665.332642,389.0,48.805744,14.590725,41.403397,58.46699461951245,7.335540287530338,2.1929970181742564,6.22296192706565
dish_1567711272,188.860001,71.0,6.887,23.43,7.81,37.59398476334859,3.646616522044813,12.406014971905034,4.1353383239683446
dish_1557861697,13.144,53.0,0.106,3.127,0.53,403.2258064516129,0.8064516129032258,23.79032258064516,4.032258064516129
dish_1558721484,11.160001,62.0,0.124,2.418,0.558,555.5555057745962,1.1111110115491925,21.666664725209255,4.999999551971367
dish_1565379251,32.936092,67.0,0.792689,6.608891,0.59528,203.42425567672083,2.4067488031063307,20.06580197796387,1.8073789689438566
dish_1551565289,88.229996,172.0,5.615,10.167,2.47,194.94503887317416,6.364048798098098,11.523291919904429,2.799501430329885
dish_1566242273,550.009949,521.0,11.134001,15.791,92.493996,94.72555922802043,2.0243271999430683,2.8710389746058937,16.81678598144776
dish_1563306392,477.465118,288.0,13.979971,5.710499,77.775475,60.31854247413315,2.927956508856423,1.196003390555538,16.289247542477018
dish_1551374332,181.779984,221.0,0.789,41.790001,3.259,121.57554156237575,0.4340411868448618,22.989330332430875,1.7928266513655318
dish_1559843335,25.410002,77.0,0.231,6.16,0.539,303.03027917904143,0.9090908375371243,24.24242233432331,2.12121195425329
dish_1550777469,96.480003,18.0,6.3,9.539999,1.26,18.65671583778869,6.529850543226041,9.888058357543791,1.3059701086452082
dish_1558549214,239.190002,361.0,0.722,53.875004,5.712,150.92604079663832,0.3018520815932766,22.523936431088785,2.3880596815246484
dish_1562775488,91.239998,145.0,0.158,12.433001,8.56,158.92152913023958,0.17316966622467483,13.626700211019296,9.381850271412764
dish_1551317998,28.67,47.0,0.235,7.05,0.517,163.9344262295082,0.8196721311475409,24.59016393442623,1.8032786885245902
dish_1562787956,26.84,61.0,1.281,2.623,1.952,227.2727272727273,4.7727272727272725,9.772727272727275,7.272727272727273
dish_1562775212,92.480003,136.0,1.904,16.32,3.264,147.0588187589051,2.0588234626246713,17.647058251068614,3.529411650213722
dish_1560801773,13.5,54.0,0.162,2.7,0.972,400.0,1.2,20.0,7.199999999999999
dish_1559238435,115.544006,202.0,0.202,30.703999,0.808,174.82516574680648,0.17482516574680648,26.573424328043465,0.6993006629872259
dish_1562008813,214.593262,225.0,15.571491,15.597978,6.029664,104.8495175957575,7.256281420429687,7.26862430564106,2.8098104962866914
dish_1551391710,102.789993,19.0,7.98,0.266,7.03,18.484289613678637,7.763401637745028,0.25878005459150094,6.8391871570610965
dish_1568061202,256.551605,334.0,7.670484,39.151718,9.440392,130.18823250004615,2.9898405819757006,15.260757382515695,3.679724396968789
dish_1560445069,94.527,243.0,0.243,22.112999,1.215,257.0694087403599,0.2570694087403599,23.393315137473948,1.2853470437017995
dish_1566502573,821.510193,487.0,43.20623,60.718185,51.18927,59.281066035415584,5.259366270577728,7.391044629436509,6.231118059907018
dish_1563900172,236.636597,255.0,12.947122,18.36488,11.786048,107.76017033409249,5.471310086495201,7.760794497902621,4.980653098218784
dish_1562785132,211.542679,192.0,24.6008,10.392798,28.955555,90.76182683684365,11.629237237749079,4.912861106386954,13.687807650389074
dish_1565383097,479.248993,430.0,25.929001,13.332999,50.022999,89.72371487069563,5.410340215362749,2.782060931737837,10.437789068030447
dish_1559233102,183.520004,124.0,13.64,1.984,12.400001,67.56756609486561,7.432432270435217,1.0810810575178498,6.756757154386287
dish_1560357427,93.749001,241.0,0.241,21.931,1.205,257.06940599825697,0.25706940599825695,23.393315945841383,1.2853470299912848
dish_1568401261,530.393372,443.0,26.350721,34.582966,39.131962,83.52291400805815,4.968146736192623,6.520248522260945,7.377913085987809
dish_1558031628,31.280001,92.0,0.184,7.36,0.736,294.1176376560858,0.5882352753121716,23.529411012486865,2.3529411012486863
dish_1558029148,38.880001,108.0,0.108,9.72,0.54,277.7777706332878,0.2777777706332878,24.999999356995904,1.3888888531664392
dish_1558461431,1.15,5.0,0.02,0.18,0.145,434.7826086956522,1.7391304347826089,15.652173913043478,12.608695652173912
dish_1562790824,437.071686,368.0,49.829514,19.273878,49.859921,84.1967145865404,11.400764587619616,4.409775013428804,11.407721569957749
dish_1551567848,72.449997,63.0,6.741,3.969,0.504,86.95652533981472,9.304348211360175,5.4782610964083265,0.6956522027185177
dish_1558718610,113.527,107.0,2.568,23.539999,3.317,94.2507068803016,2.2620169651272386,20.735154632818627,2.9217719132893496
dish_1562959129,412.873596,293.0,22.177427,47.374996,24.672005,70.96603000013592,5.371481057364589,11.474455247072763,5.9756800238686125
dish_1560975517,42.389999,99.0,1.858,4.608,3.064,233.545653067838,4.383109327273162,10.87048857915755,7.228120010099552
dish_1558641075,12.42,69.0,0.138,2.691,0.621,555.5555555555555,1.1111111111111112,21.666666666666664,5.0
dish_1560455158,69.12085,55.0,5.892522,3.531324,1.433316,79.57078074126693,8.524955928638029,5.1089128678249764,2.0736376939809045
dish_1565972715,657.545837,510.0,46.845226,15.662046,43.166805,77.56113282183247,7.1242525408916855,2.381894176603235,6.564835874704199
dish_1558639787,24.75,99.0,0.297,4.95,1.782,400.0,1.2,20.0,7.2
dish_1560203424,451.753998,138.0,22.271999,50.211998,14.587999,30.54759904969341,4.930116633965019,11.114898423101502,3.229190901371945
dish_1558724912,30.75,75.0,0.15,7.5,0.675,243.90243902439025,0.4878048780487805,24.390243902439025,2.1951219512195124
dish_1563913675,282.693146,228.0,12.514251,31.848915,12.170398,80.65282205320959,4.4267967501412295,11.266249447731571,4.305162036012009
dish_1567542876,495.807739,260.0,21.002985,45.708035,29.519905,52.43968166458974,4.236114797715975,9.218903095822794,5.9539016191112735
dish_1561753075,945.670715,668.0,47.436813,46.316841,82.687485,70.63769549002055,5.016208310944682,4.897776812301943,8.743792494409641
dish_1559244305,113.066399,64.0,7.04521,9.832837,3.483331,56.60390758531189,6.231037746236174,8.696515575772427,3.0807835314539385
dish_1561577573,755.432922,346.0,40.638695,24.98456,66.063805,45.80155165649506,5.379523954609963,3.3073168076728328,8.745158315988776
dish_1563550614,132.824387,205.0,1.753415,11.551586,15.085366,154.33912749772372,1.3201002011776646,8.696886363194734,11.35737671426257
dish_1550776957,213.109985,100.0,10.728,24.049999,7.226,46.92412699480036,5.034020344002182,11.285252073008216,3.390737416644274
dish_1565204891,302.886444,314.0,9.08052,40.929695,16.297201,103.66921538423159,2.997994852486696,13.513214543203526,5.3806307026404925
dish_1551395800,90.68,118.0,0.212,20.57,1.964,130.12792236435817,0.2337891486546096,22.68416409351566,2.1658579620644023
dish_1558115011,115.620003,20.0,9.9,4.54,4.48,17.298044872045196,8.562532211662372,3.9266561859542595,3.874762051338124
dish_1562776497,291.832458,292.0,13.205418,32.771591,11.634132,100.05741033781788,4.524999751741118,11.229590849692258,3.9865791761929374
dish_1559675234,36.970001,120.0,0.271,8.135,2.075,324.5874946013661,0.7330267586414185,22.004327238184278,5.61265876081529
dish_1565638323,467.824677,274.0,20.744896,29.2488,38.302158,58.56894975208843,4.4343312826142345,6.2520857573316935,8.187288931746538
dish_1550706177,29.58,87.0,0.609,5.916,0.609,294.11764705882354,2.0588235294117645,20.0,2.0588235294117645
dish_1550773394,20.0,50.0,0.1,4.5,1.0,250.0,0.5,22.5,5.0
dish_1561405836,82.429001,31.0,2.914,10.385,3.472,37.60812289839592,3.5351635524492164,12.598721170962632,4.212109764620343
dish_1565898659,576.704529,537.0,11.448723,16.11227,97.243431,93.11527359272742,1.9851973453116405,2.7938518235566,16.86191561016855
dish_1562169818,346.819672,275.0,22.768761,16.997473,19.754049,79.29192667018035,6.565014282119498,4.9009541188886185,5.695769471807815
dish_1559934679,160.845459,146.0,7.257577,4.518153,18.901001,90.77035864593479,4.512142925962244,2.809002522104152,11.751031777651864
dish_1562698276,434.58316,307.0,16.904676,35.99662,31.992001,70.64240593215807,3.889859883203941,8.283022287379934,7.361537202684061
dish_1558718051,24.25,97.0,0.291,4.85,1.746,400.0,1.2,20.0,7.2
dish_1560368764,207.098907,270.0,15.165788,14.017039,7.992478,130.37248912182815,7.322968633533155,6.76828246128793,3.859256485597966
dish_1563563317,345.84198,252.0,22.701002,8.312,28.483,72.86564806273664,6.563981041283652,2.4034097884820116,8.23584227686876
dish_1565895966,214.544357,287.0,9.93185,16.800755,16.543627,133.77187077448977,4.62927580052828,7.830900441720777,7.711052032004739
dish_1566933226,245.449509,171.0,7.784025,19.447062,22.552277,69.66809617859126,3.171334516705022,7.92303968308203,9.188153234399014
dish_1550712079,73.239998,210.0,0.986,15.141,3.254,286.72857145626904,1.3462589116946726,20.673130001997,4.442927483422379
dish_1558458737,41.599998,32.0,0.096,8.96,0.864,76.92308062130195,0.23076924186390588,21.538462573964548,2.0769231767751526
dish_1561392593,354.044922,325.0,24.260466,19.139467,16.3906,91.79626081460928,6.852369428984495,5.405943091029562,4.62952551540903
dish_1566416421,313.741882,367.0,18.395054,36.646526,12.292887,116.9751381806271,5.863117121226423,11.680469871089766,3.918153012163037
dish_1562009120,95.610138,146.0,5.247729,6.257764,9.354047,152.70347167577563,5.48867422406607,6.545084162518413,9.78353048711215
dish_1560444869,14.040001,39.0,0.039,3.51,0.195,277.7777579930372,0.2777777579930372,24.999998219373346,1.388888789965186
dish_1550789255,76.889999,156.0,5.904,8.178,8.924,202.88724415251977,7.67850185561844,10.635973606918633,11.60619081293004
dish_1562872365,9.879999,76.0,0.152,1.672,1.14,769.2308470881424,1.5384616941762848,16.92307863593913,11.538462706322134
dish_1564773903,316.827545,336.0,16.086779,25.091196,19.580328,106.05138514708372,5.077455939003031,7.919512174990972,6.180121744149488
dish_1563910137,131.283218,141.0,8.903819,11.986854,2.529557,107.4013892621066,6.782145605236459,9.13053030129106,1.9267938724658624
dish_1561661347,50.669998,132.0,1.632,7.215,3.426,260.509187310408,3.220840861292317,14.239195351852983,6.761397543374681
dish_1558721726,74.360001,143.0,0.286,20.02,0.429,192.30768972152111,0.3846153794430422,26.923076561012955,0.5769230691645634
dish_1566931586,379.380005,389.0,15.281001,15.525999,46.593998,102.53571481712643,4.0278878165969765,4.092466338598947,12.281616686678046
dish_1551493723,179.192001,52.0,14.196,2.184,10.036,29.019152478798425,7.92222862671197,1.2188044041095338,5.600696428408096
dish_1563908923,49.279999,112.0,2.352,4.816,3.584,227.2727318845928,4.772727369576448,9.77272747103749,7.272727420306969
dish_1563552016,493.589081,174.0,19.477127,69.953438,10.739063,35.25199537386039,3.9460206373568463,14.172403866446148,2.175709190779283
dish_1562784307,158.518127,157.0,5.112942,24.925295,5.678117,99.04230069536464,3.2254620318596126,15.7239398873291,3.5819985432959354
dish_1551304608,269.530029,223.0,17.083,19.021999,11.917999,82.73660668808076,6.338069291715172,7.057469281094464,4.421770384627533
dish_1551318068,31.679998,33.0,0.495,6.93,1.122,104.16667324284552,1.562500098642683,21.87500138099756,3.541666890256748
dish_1564761388,54.599998,105.0,0.21,0.735,10.5,192.3076993519304,0.3846153987038608,1.3461538954635128,19.23076993519304
dish_1561576295,249.067139,232.0,16.084234,23.931339,4.035298,93.1475749596979,6.457790483553111,9.608388764605355,1.620164754050513
dish_1551399484,275.179993,92.0,18.17,25.939999,6.84,33.432663107888075,6.602950963807896,9.426557038977757,2.48564582236907
dish_1562876618,114.336998,43.0,4.042,14.405001,4.816,37.608124012491565,3.5351636571742073,12.59872241879221,4.212109889399056
dish_1558722247,604.616028,343.0,43.181,46.771999,21.49,56.73021953033636,7.14188807445905,7.735818574759979,3.554321917512911
dish_1551304349,30.25,121.0,0.363,6.05,2.178,400.0,1.2,20.0,7.2
dish_1565640427,195.761993,42.0,12.096,20.916,2.604,21.454624238526222,6.178931780695551,10.684402870786057,1.3301867027886256
dish_1559841808,73.110001,96.0,0.57,17.379999,1.29,131.30898466271393,0.7796470964348639,23.77239606384358,1.7644644814052184
dish_1551139535,13.6,34.0,0.068,3.06,0.68,249.99999999999997,0.5,22.5,5.0
dish_1551399031,48.239998,12.0,3.96,0.156,3.0,24.875622921874914,8.208955564218721,0.32338309798437387,6.2189057304687285
dish_1560788349,78.925995,134.0,0.536,4.824,13.400001,169.77929768259494,0.6791171907303798,6.112054716573417,16.977931035269176
dish_1566847431,101.240509,90.0,1.923067,17.232075,3.76984,88.89722196082597,1.8995034882726636,17.020928845784443,3.723647813742224
dish_1565726812,36.209755,65.0,1.839024,4.439024,1.521951,179.50963766531976,5.078808183043492,12.259193689656282,4.203151885451863
